total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
5835,Los Angeles,Glendale,16.72,25-30%,0.059,11.2573555,0.025,685.63,57.29,0,1144.139669,946.3778573,1.2,2.7,0.045,6,2,44.06,5.38,17.98,7.69,3.3,8,12,3.6,11.1,29.97,3.11,Los Angeles
3963,Los Angeles,Arcadia,16.7,25-30%,0.061,11.83355229,0.177,669.92,52.05,0,1308.014018,1610.846429,15,0,0.385,0,4,54.64,6.67,17.71,6.96,10.2,16.4,17.3,5.1,9,24.13,2.5,Los Angeles
2658,Los Angeles,Los Angeles,16.66,25-30%,0.049,11.75489665,0.097,440.64,43.88,0,1442.9326370000001,857.6008639,4.15,7.5,0.37,0,0.5,42.78,5.22,15.21,8.62,6.8,4,17,6.9,25,30.75,3.19,Los Angeles
3958,Los Angeles,Redondo Beach,16.66,25-30%,0.042,12.06356922,0.142,285.94,37.52,0,6969.323242,1489.588242,1,1.3,0.08,0,0,34.39,4.2,28.1,9.02,5.4,3.9,17.6,4.2,16.2,38.24,3.97,Los Angeles
4513,Los Angeles,Rancho Palos Verdes,16.61,25-30%,0.041,11.17290669,0.034,246.67,36.7,0.05,3460.123291,540.6465865,16,0.9,0.1,8,0.25,34.32,4.19,13.39,7.78,4.2,8.5,19,4,20.3,38.21,3.96,Los Angeles
4553,Los Angeles,Arcadia,16.61,25-30%,0.061,11.77067294,0.125,669.92,58.18,0,1131.519694,1988.752707,1.6,0,0.36,0,4,50.59,6.18,17.31,4.98,6.3,13.7,17,5.7,16,25.92,2.69,Los Angeles
4619,Los Angeles,South Pasadena,16.6,25-30%,0.055,11.52562554,0.122,777.96,53.67,0,1331.000325,847.3242681,21,22.4,0.485,3,0,53.62,6.55,23.61,7.8,4.1,8.4,19,3.9,18.5,24.44,2.54,Los Angeles
6953,Los Angeles,Unincorporated Los Angeles County area,16.58,25-30%,0.052,10.03635006,0.078,321.03,17.59,0.07,293.194341,2048.211886,0.7,3,0.83,17,8.5,48.08,5.87,17.56,8.65,2.6,4.2,14.7,2.5,24.9,27.22,2.82,Los Angeles
4069,Los Angeles,Los Angeles,16.49,25-30%,0.045,11.67530401,0.139,440.64,27.25,0,2056.794678,1212.734312,29.5,40.5,0.545,10,4.5,58.17,7.1,23.7,8.39,5.4,2.3,11.8,4.9,8.3,22.38,2.32,Los Angeles
4299,Los Angeles,Los Angeles,16.47,25-30%,0.058,11.17770393,0.219,726.64,44.31,0,548.2779999,2002.050477,0,21,0.21,0,0,45.97,5.61,33.41,12.38,2.6,2.4,11.3,5.4,13.9,28.3,2.94,Los Angeles
5906,El Dorado,Unincorporated El Dorado County area,16.44,25-30%,0.058,7.644561618,0.006,319.47,31.17,1.81,24.1538334,362.9969792,0.1,13.75,0.01,0,8.5,27.87,3.4,67.5,13.42,8.7,2.3,20.7,7.5,13.1,46.57,4.83,El Dorado
4341,Los Angeles,Los Angeles,16.44,25-30%,0.052,11.80022725,0.046,488.79,21.03,0,1469.250672,665.7150745,0.1,3,0.06,2,1.2,33.96,4.15,32.28,7.74,12.1,13.8,32.4,2.7,22.9,38.22,3.96,Los Angeles
2712,El Dorado,South Lake Tahoe,16.42,25-30%,0.05,4.167882798,0.186,272.66,69.39,0,4.262746267,453.6263094,0,0,0.2,9,0,27.68,3.38,32.89,5.93,15.7,7.9,38.3,3.4,24.6,46.83,4.86,El Dorado
6402,Los Angeles,Long Beach,16.4,25-30%,0.042,11.67288803,0.154,339.04,60.75,0,6554.123291,914.5221366,1.3,1.5,0.535,0,0,39.53,4.83,29.77,12.26,8.3,2,13,2.9,11.3,32.75,3.4,Los Angeles
5726,Los Angeles,Redondo Beach,16.38,25-30%,0.043,11.99655082,0.289,285.94,36.26,0.6,6401.493327,2203.569628,1,24.25,0.31,0,2.5,51.71,6.31,25.78,9.84,4.6,2.4,15,3.3,10.5,25,2.59,Los Angeles
2558,Los Angeles,Alhambra,16.33,25-30%,0.052,11.96491784,0.459,796.98,68.95,0,1808.880981,582.9438142,0,4.65,0.01,0,0,44.18,5.39,29.79,7.67,14.9,16.6,16,2.1,10.9,29.18,3.03,Los Angeles
6146,Los Angeles,Pasadena,16.3,25-30%,0.059,11.56011948,0.071,634.13,63.21,7.43,1002.353007,467.9141433,0.6,0.3,0.2,0,2,44.1,5.38,31,8.71,10.2,15.7,16.2,3.3,11.8,29.18,3.03,Los Angeles
2383,Los Angeles,Los Angeles,16.14,25-30%,0.049,11.71898001,0.103,787.94,54.41,0,1610.241353,1378.024646,0,24.75,0.8,0,0.2,49.51,6.04,20.88,9.71,3.2,4.9,18.2,5.1,18.4,25.74,2.67,Los Angeles
6217,Los Angeles,Santa Clarita,16.04,25-30%,0.065,9.953790794,0.267,640.89,32.99,0.13,258.9166743,1969.189673,0,0,0.345,0,0,42.65,5.21,30.6,11.05,2.9,3.8,19.2,8.4,9.1,29.69,3.08,Los Angeles
3979,Los Angeles,Santa Clarita,16.02,25-30%,0.067,10.12600908,0.029,619.17,19.39,0,269.8201955,1182.097626,0,0,0.1,2,0.2,32.21,3.93,32.98,8.59,7.3,4.8,14.3,3.6,15.7,39.27,4.07,Los Angeles
2916,Los Angeles,Unincorporated Los Angeles County area,16.01,25-30%,0.058,10.2593901,0.096,657.41,11.31,0,80.18303427,419.9639179,1,0,0.025,1,0,25.36,3.1,59.15,13.71,4,2.9,9.9,7.6,12.2,49.85,5.17,Los Angeles
3222,Los Angeles,Long Beach,16.01,25-30%,0.041,11.72819116,0.164,339.04,46.49,0.13,15898.18962,2716.327331,9,13.05,0.52,12,1.2,58.15,7.1,37.21,8.97,5.9,0.7,12.5,3.5,17.1,21.74,2.26,Los Angeles
3583,Los Angeles,Lakewood,16,25-30%,0.043,11.67212819,0.061,461.83,70.1,0.6,4783.053223,835.7528866,0,0,0.31,0,0.2,40.16,4.9,34.4,15.1,5.9,0,18.1,4.3,11.8,31.45,3.26,Los Angeles
7185,Los Angeles,Long Beach,15.99,25-30%,0.04,11.5700298,0.066,339.04,58.05,0,9139.366701,769.1520418,10.4,4.8,0.265,10,0,43.28,5.29,32.48,8.75,6.1,0.7,20.7,1.9,16.7,29.17,3.03,Los Angeles
5348,Los Angeles,Unincorporated Los Angeles County area,15.97,25-30%,0.05,12.06400634,0.193,435.94,19.48,0,2505.680013,3379.227089,0,0,0.1,0,0,38.32,4.68,25.31,9.41,3.3,14.7,15,3,15.3,32.91,3.41,Los Angeles
2521,Los Angeles,Torrance,15.93,25-30%,0.04,11.8333474,0.176,410.59,49.18,0,6703.376791,1143.327134,5,2.85,0.375,0,1.7,44.74,5.46,21.23,8.71,5.5,9.7,17.9,6.6,14.3,28.1,2.92,Los Angeles
4212,Los Angeles,La Mirada,15.89,25-30%,0.048,11.90288337,0.154,656.94,38.56,0,3307.091349,794.3158111,10,3,0.5,0,0,45.03,5.5,30.79,13.09,7,5.5,11.1,3.7,10.2,27.85,2.89,Los Angeles
6518,Los Angeles,Santa Clarita,15.88,25-30%,0.064,9.79582903,0.148,599.99,16.47,0,262.6840007,1672.068251,0,3.75,1.38,7,0,44.34,5.41,23.95,9.47,2.3,4.5,10.7,4.3,17,28.29,2.93,Los Angeles
5059,Los Angeles,Los Angeles,15.87,25-30%,0.049,11.78930596,0.399,440.64,26.73,0,1564.220317,3332.664108,10.9,2,0.175,0,4.2,49.86,6.09,14.36,7.64,1.9,6.6,14.4,7.1,15.9,25.13,2.61,Los Angeles
4207,Los Angeles,Los Angeles,15.84,25-30%,0.046,11.63080991,0.171,440.64,56.93,0,1920.929342,740.905432,0,0,0.135,0,0,34.71,4.24,35.21,12.29,13.5,3.1,22.9,4.9,13.6,36.03,3.74,Los Angeles
5021,Los Angeles,Beverly Hills,15.82,25-30%,0.051,11.60694985,0.154,669,56.59,0,1421.579346,1070.527805,19,3.6,0.15,0,8,51.82,6.33,16.23,9.16,5.5,2.7,15.8,5.8,14.7,24.1,2.5,Los Angeles
4863,Los Angeles,Diamond Bar,15.8,25-30%,0.051,12.17233228,0.25,435.94,13.17,0,2208.608032,2170.498577,0.1,0,0.055,0,1,40.51,4.95,22.01,8.81,5.5,16.4,13.1,5.5,15.1,30.79,3.19,Los Angeles
5566,Los Angeles,Los Angeles,15.73,25-30%,0.044,11.85384693,0.169,440.64,54.76,0,2638.783366,1449.589594,9,69.75,0.695,0,0.5,52.99,6.47,24.93,11.05,0.5,2,7.1,6.2,14.4,23.43,2.43,Los Angeles
5770,Los Angeles,Los Angeles,15.69,25-30%,0.055,11.44967872,0.135,722.74,44.93,0.02,1191.17098,1805.866348,4.5,6.75,0.635,6,0.4,54.43,6.65,22.29,10.6,2.1,3,9.9,5,5.6,22.76,2.36,Los Angeles
2920,Los Angeles,Santa Clarita,15.67,25-30%,0.066,9.79516754,0.03,667.88,18.58,0,274.3939947,1374.338242,20.7,2.2,0.52,5,3.35,48.21,5.89,24.8,9.88,2.8,2.6,17.4,4.6,18.8,25.65,2.66,Los Angeles
4769,Los Angeles,Los Angeles,15.66,25-30%,0.056,11.4411813,0.091,726.64,30.65,0,1148.827342,1192.006065,0,0,0.24,6,0.5,42.43,5.18,18.88,8.54,7,0.8,13.2,6.6,22.4,29.14,3.02,Los Angeles
7515,Los Angeles,Los Angeles,15.62,25-30%,0.058,10.39558293,0.032,651.09,32.99,0,353.6743317,609.4964004,0,3,0.15,1,0,30.23,3.69,39.46,13.28,6,7.5,16.9,5.1,15.4,40.81,4.23,Los Angeles
5550,Los Angeles,West Covina,15.6,25-30%,0.056,12.09070866,0.086,756.45,68.88,0,1872.761292,409.3291662,0,0,0.045,3,0.3,40.66,4.96,36.32,9.56,11.1,5.5,22.2,3.4,15,30.3,3.14,Los Angeles
2861,Los Angeles,Los Angeles,15.59,25-30%,0.059,11.88097157,0.044,726.64,52.09,5.53,862.1180115,186.8757681,0,0,0.17,0,0,37.32,4.56,41.28,8.47,4,3.3,17.1,4.2,19,32.98,3.42,Los Angeles
6649,Los Angeles,Los Angeles,15.52,25-30%,0.048,11.816624,0.448,440.64,49.39,0,1616.322672,1564.764647,0.5,9.25,0.345,0,0,46.24,5.65,19.12,8.4,5.2,10.2,15.7,5.4,14.8,26.49,2.75,Los Angeles
4535,Los Angeles,Altadena,15.51,25-30%,0.06,11.56015307,0.086,670.79,65.44,0,1133.652669,328.9083234,6,6,0.06,0,0,40,4.88,35.23,8.38,6.7,2.2,16.2,3.9,11.8,30.61,3.18,Los Angeles
2094,Los Angeles,Lancaster,15.48,25-30%,0.062,7.182323796,0.014,465.43,39.54,0,3356.600688,473.6545227,1,0,0.15,0,0,27.84,3.4,55.82,12.84,11.1,1.1,15.6,3.6,9.9,43.91,4.55,Los Angeles
7239,Los Angeles,Palmdale,15.37,25-30%,0.062,7.290853268,0.064,466.01,18.42,0,2855.882955,573.4564986,0,0,0.15,0,0,26.62,3.25,51.51,15.95,10.6,3.7,16.3,7,9.3,45.6,4.73,Los Angeles
2933,Los Angeles,Unincorporated Los Angeles County area,15.34,25-30%,0.059,7.997537218,0.015,465.16,25.21,0,24.25800003,2879.205648,0,5,0.7,3,3,36.98,4.52,29.34,10.49,10.9,1.2,5.6,6.5,13.4,32.74,3.4,Los Angeles
3355,Los Angeles,El Segundo,15.33,25-30%,0.043,11.87096327,0.71,228.21,48.05,0,4142.026611,1076.095787,9.15,20.8,6.78,6,1.25,55.79,6.81,22.71,9.11,2.1,0.8,15.7,6.1,14,21.7,2.25,Los Angeles
6196,Los Angeles,Altadena,15.23,25-30%,0.061,11.463617,0.038,727.28,65.39,0.01,1085.358989,285.8990519,6,1.5,0.125,0,0.2,39.37,4.81,36.14,8.66,4.5,0.8,5.4,5.2,11.7,30.54,3.17,Los Angeles
5533,Los Angeles,Hidden Hills,15.2,25-30%,0.055,10.36908275,0.145,321.03,22.41,0.07,505.9506582,3457.108775,0,21.75,0.085,15,0.7,46.09,5.63,19.96,7.12,0.9,1.4,9,4.3,15,26.05,2.7,Los Angeles
6000,Los Angeles,Arcadia,15.19,25-30%,0.059,11.82561257,0.055,669.92,42.05,0,1562.040324,396.1810171,1,0.75,0.255,0,1,37.72,4.61,15.78,6.01,12,29.7,25,2.3,12.9,31.81,3.3,Los Angeles
4975,Los Angeles,East San Gabriel,15.12,25-30%,0.058,11.66234707,0.17,561.73,55.01,0,1431.662659,583.8480433,0,1,0.12,0,0,37.06,4.52,17.41,7.94,11.5,16.9,16.6,1.3,18.6,32.22,3.34,Los Angeles
4313,Los Angeles,Rowland Heights,15.1,25-30%,0.051,12.07967244,0.034,425.42,48.38,0,2525.286703,587.7640249,0,0,0,0,0,30.59,3.73,28.38,9.84,12.3,20.2,19.9,6.3,18.9,38.97,4.04,Los Angeles
7420,Los Angeles,Unincorporated Los Angeles County area,15.06,25-30%,0.061,9.567104301,0.066,633.58,0.84,0.21,202.1916657,2057.852139,0,21.5,1.305,7,17.5,53.15,6.49,15.49,7.48,2.7,5,7.5,3.3,12,22.38,2.32,Los Angeles
3661,Los Angeles,Long Beach,15.05,25-30%,0.043,11.66766832,0.553,498.02,23.37,0,4340.049968,1750.020504,0,18.5,0.33,14,0,50.79,6.2,21.45,8.29,5.7,0.8,12.3,2.6,3.3,23.4,2.43,Los Angeles
5481,Los Angeles,Castaic,15.05,25-30%,0.061,8.795164145,0.102,584.57,16.63,0,145.1134999,2401.872229,0,2.5,0.1,1,2,35.93,4.39,29.55,10.63,5,4.8,15.5,4.8,10.7,33.07,3.43,Los Angeles
4449,Los Angeles,Los Angeles,15.03,25-30%,0.057,10.52350498,0.069,664.21,32.18,0.05,505.9293315,588.4570993,0,0.75,0.125,0,0,31.22,3.81,35.65,14.07,3,2.4,10.5,4,11,38.01,3.94,Los Angeles
3277,Los Angeles,Los Angeles,14.97,25-30%,0.052,11.55801526,0.158,745.28,40.52,0,1327.33901,1103.786375,2.25,3.75,0.2,0,0.7,44.1,5.38,15.98,7.15,1.6,3.3,25.8,4.8,22.1,26.8,2.78,Los Angeles
6512,Los Angeles,Walnut,14.92,25-30%,0.053,12.14347718,0.059,754.09,15.61,0,1915.661336,850.3659826,0,0,0.15,2,0,36.52,4.46,25.43,10.06,10,17.9,15.9,3.5,13,32.26,3.35,Los Angeles
3526,Los Angeles,West Hollywood,14.83,25-30%,0.05,11.63231397,0.352,718.17,39.18,0,1467.526978,1215.866479,10.75,6.3,0.06,0,0.7,47.51,5.8,21.76,9.69,1.2,0.9,22,4.7,21.4,24.64,2.56,Los Angeles
6545,Los Angeles,Rowland Heights,14.6,20-25%,0.05,11.9948863,0.064,700.49,22.21,0.02,2674.636597,2326.754709,0,25,0.025,0,0,42.41,5.18,20.31,7.2,8.8,20.3,13,4.7,17.9,27.19,2.82,Los Angeles
2049,Los Angeles,Glendora,14.58,20-25%,0.065,11.85026356,0.009,437.44,32.25,0.01,711.810328,160.1749497,0,3,0,0,0.2,28.76,3.51,39.62,14.12,2.1,2.1,12.1,9,8.9,40.03,4.15,Los Angeles
4178,Los Angeles,Los Angeles,14.56,20-25%,0.057,11.57294261,0.098,726.64,50.37,0.01,1097.138997,2744.476457,0,0,0.135,4,0.5,46.34,5.66,18.74,8.47,1.2,1.1,9.7,9.6,11.6,24.81,2.57,Los Angeles
4624,Los Angeles,Los Angeles,14.47,20-25%,0.044,11.83676342,0.253,440.64,30.62,0,2668.78007,983.9965495,17,0,0.27,8,0,45.9,5.6,18.48,7.9,1.2,2.1,15.3,5.5,26,24.9,2.58,Los Angeles
2788,Los Angeles,Los Angeles,14.37,20-25%,0.058,10.96486927,0.095,726.64,56.15,0.07,495.039327,722.3644306,1,0,0.325,4,0,42.97,5.25,38.39,13.28,6.8,2.5,14.6,1.1,14.1,26.41,2.74,Los Angeles
4852,Los Angeles,Torrance,14.32,20-25%,0.042,11.84477252,0.152,318.87,46.63,0,5350.703369,821.2525257,0,15,0.3,8,0.25,43.29,5.29,18.34,8.35,3.6,2.8,14,4.1,15.1,26.12,2.71,Los Angeles
4840,Los Angeles,La Habra Heights,14.29,20-25%,0.051,11.85946236,0.025,240.24,47.13,0,2517.278687,931.7903756,0,16.75,0.18,0,0,34.51,4.21,47.28,15.01,7.2,5.5,12.8,3,6,32.71,3.39,Los Angeles
2859,El Dorado,South Lake Tahoe,14.28,20-25%,0.05,4.335170783,0.166,272.28,53.35,0,4.279791033,604.0931366,0,0,0.2,9,0,26.4,3.22,32.89,5.93,8.8,4.2,42.6,8.5,24.1,42.7,4.43,El Dorado
4562,El Dorado,Pollock Pines,14.26,20-25%,0.055,6.662031022,0.017,277.15,52.15,2.59,4.559989933,405.9809638,0,0,0.2,1,4.35,27.04,3.3,48.97,9.33,7.5,0,42.4,4.9,28.3,41.63,4.32,El Dorado
4722,Los Angeles,Acton,14.25,20-25%,0.065,9.841317579,0.033,628.84,22.45,0,606.1369831,1936.208726,2,0,0,0,1,35.76,4.37,37.13,10.43,8.6,3.5,19.4,5.8,15.7,31.46,3.26,Los Angeles
3797,Los Angeles,Pasadena,14.19,20-25%,0.059,11.53026546,0.205,634.13,65.5,32.28,1057.947693,1549.174249,18.75,16,0.72,0,0.5,63.1,7.7,27.41,9.21,4.1,6.2,10.8,2.8,8.6,17.75,1.84,Los Angeles
6212,Los Angeles,Santa Monica,14.1,20-25%,0.049,11.54136076,0.109,457.63,41.58,0,1409.838684,728.3614725,0,0,0.05,7,0,35.21,4.3,12.16,6.45,1.3,6.1,13.4,5.7,18.5,31.63,3.28,Los Angeles
6035,Los Angeles,Castaic,14,20-25%,0.061,9.153485627,0.252,636.31,8.18,6.26,826.6850179,2367.873641,0,0,1.88,0,5,50.96,6.22,27.08,9.75,3.2,3.2,8.4,5.3,4.5,21.69,2.25,Los Angeles
3743,Los Angeles,Los Angeles,13.99,20-25%,0.046,11.68678342,0.119,685.46,58.34,0,1817.564311,840.2841837,7,4.05,0.07,0,0.2,41.34,5.05,31.7,11.02,1.8,2.1,11,2.8,6.3,26.73,2.77,Los Angeles
6779,El Dorado,Unincorporated El Dorado County area,13.99,20-25%,0.058,8.060400059,0.02,430.74,15.03,0.04,32.20573423,1104.182071,1,9,0.35,0,0,29.06,3.55,35.91,9.94,5.5,1.2,22.3,7.4,13.3,38.02,3.94,El Dorado
5460,Los Angeles,Los Angeles,13.95,20-25%,0.065,10.85003603,0.07,726.64,14.19,0,93.3274994,1940.450222,0,0,0.9,3,0,38.8,4.74,27.07,14.53,3.9,6,5.4,3.5,10.7,28.39,2.95,Los Angeles
3381,Los Angeles,Santa Monica,13.93,20-25%,0.048,11.7361215,0.096,417.8,40.34,0,1464.555359,382.4441441,0,7.5,0.27,5,0,36.62,4.47,24.3,13.52,1.1,2.1,8.2,5.8,13.4,30.03,3.12,Los Angeles
7152,Los Angeles,Santa Clarita,13.89,20-25%,0.065,9.96832983,0.129,640.93,23.41,0.02,288.2333425,1415.352307,18,9.5,0.37,4,2,52.67,6.43,26.35,9.88,3.2,0.6,15.6,4.5,7.7,20.83,2.16,Los Angeles
6052,Los Angeles,Long Beach,13.87,20-25%,0.041,11.60395303,0.237,339.04,64.53,0,9070.093099,1703.063826,18,12,0.7,9,0,56.03,6.84,23.8,12.66,0.8,1.3,8.2,3.4,10.8,19.55,2.03,Los Angeles
7056,Los Angeles,Los Angeles,13.84,20-25%,0.058,11.55415206,0.47,726.64,36.42,0,1109.359996,3503.522091,0,17,0.13,6,0,51.91,6.34,24.35,11.73,3,1.8,15.9,3.8,11.1,21.05,2.18,Los Angeles
4365,Los Angeles,Arcadia,13.84,20-25%,0.059,11.81607431,0.059,667.7,50.87,0,1324.936991,1003.033684,0.4,5,0.15,0,0,39.7,4.85,18.84,7.73,4.5,13.6,23.2,4,17.7,27.53,2.86,Los Angeles
5953,El Dorado,Diamond Springs,13.8,20-25%,0.058,7.885296234,0.031,264.35,34.89,0.02,22.93063353,784.1339619,1,48,0.275,0,7,33.85,4.13,45.48,9.52,8.9,0.9,22.9,1.2,17.4,32.2,3.34,El Dorado
4274,Los Angeles,Los Angeles,13.76,20-25%,0.048,11.68010796,0.081,440.64,51.4,0,1703.123332,552.9473505,0.5,11,0.325,0,0,37.1,4.53,25.35,8.97,7.7,6.9,12.2,4.1,21.4,29.29,3.04,Los Angeles
2391,Los Angeles,Los Angeles,13.7,20-25%,0.049,11.72971837,0.165,787.94,45.33,0,1514.435018,1296.260459,0,31,0.185,0,0,46.2,5.64,16.75,8.03,3.1,5.6,18.8,7.3,16.3,23.42,2.43,Los Angeles
5489,Los Angeles,Los Angeles,13.65,20-25%,0.044,11.76854658,0.176,440.64,15.22,0,2561.383341,875.7923791,11.5,5,0.25,9,0,43.91,5.36,21.64,7.63,2.1,7,19.2,1.9,19.8,24.55,2.55,Los Angeles
5657,Los Angeles,Los Angeles,13.57,20-25%,0.044,11.88623299,0.539,440.64,59.23,0,2801.926677,2785.10604,0.4,20.05,1.59,0,0.5,53.73,6.56,26.3,11.75,3.3,1.7,6.3,2,5.1,19.94,2.07,Los Angeles
2872,Los Angeles,Los Angeles,13.55,20-25%,0.046,11.67264265,0.214,440.64,43.73,0,1949.427327,1034.571123,4.35,21.25,0.715,14,7.95,58.47,7.14,31.65,9.08,3.4,1.7,12.8,2.3,14,18.29,1.9,Los Angeles
6673,Los Angeles,Hacienda Heights,13.51,20-25%,0.052,11.92721209,0.019,818.64,20.45,0,2331.079285,589.1327786,0,0,0.05,0,0,30.91,3.77,40.55,11.19,9,12.2,11.7,4.6,5.1,34.5,3.58,Los Angeles
10783,Los Angeles,Lancaster,13.49,20-25%,0.062,6.705407097,0.013,590.14,26.07,0,1046.845703,173.5359014,2,0,0.11,0,0,24.17,2.95,57.76,13.66,7.5,2.6,26.9,4.8,11.6,44.07,4.57,Los Angeles
5165,Los Angeles,Long Beach,13.49,20-25%,0.043,11.58982961,0.044,339.04,65.82,0,5777.783284,685.4050603,22,9,0.425,18,0.2,48.73,5.95,22.1,9.44,5.6,2.5,7.7,2.5,6.1,21.86,2.27,Los Angeles
1970,Los Angeles,San Pasqual,13.43,20-25%,0.058,11.24475504,0.039,774.3,54.8,0,1130.389638,562.0587073,0,0,0.195,0,0,34.43,4.2,27.28,9.23,7.9,14.5,16.9,4.3,13.3,30.8,3.19,Los Angeles
3069,Los Angeles,Los Angeles,13.34,20-25%,0.049,11.35496193,0.132,537.11,47.51,0,1392.207316,975.328352,1.8,3,0.205,2,0,40.66,4.96,15.21,8.62,1.1,1.2,8.5,4.3,6.2,25.9,2.69,Los Angeles
5018,Los Angeles,Torrance,13.25,20-25%,0.041,11.83292092,0.088,320.93,56.58,0,6544.823323,805.8552927,4,15,0.245,5,0.2,43.23,5.28,25.75,10.56,2.5,1.8,5.7,4.9,7.4,24.2,2.51,Los Angeles
3229,Los Angeles,Los Angeles,13.2,20-25%,0.038,11.60855194,0.097,354.83,46.43,0,4437.333171,671.2135537,0,0,0.075,0,0,27.7,3.38,22.24,6.91,8.1,8.7,13.5,4.2,20.5,37.62,3.9,Los Angeles
5320,Los Angeles,Los Angeles,13.19,20-25%,0.059,12.09810952,0.227,726.64,46.12,0,935.2420046,3698.410686,0.4,10,0.45,10,0,57.16,6.98,26.99,12.15,3.3,2.6,6.2,2.9,8.2,18.22,1.89,Los Angeles
3405,Los Angeles,Los Angeles,13.17,20-25%,0.066,11.09143346,0.027,696.16,38.05,0,738.9523315,165.7435974,0,0,0.25,0,0,30.77,3.76,26.78,13.25,6.1,3.4,13.1,5.4,14.8,33.79,3.51,Los Angeles
6724,Los Angeles,Redondo Beach,13.15,20-25%,0.042,11.89517547,0.168,285.94,34.47,0,6066.573324,681.8139743,11.4,12.5,0.51,8,4,49.83,6.08,16.47,7.25,3.9,3.4,9.9,5.6,15.1,20.83,2.16,Los Angeles
3793,Los Angeles,Cerritos,13.1,20-25%,0.044,11.72204658,0.066,390.8,29.13,0,3878.099975,762.1117359,0,15.75,0.135,2,6.65,39.44,4.82,30.05,9.24,6.2,6.3,8.7,1.4,6,26.22,2.72,Los Angeles
5267,Los Angeles,Santa Monica,13,20-25%,0.048,11.72139398,0.191,417.8,37.23,0,1485.845662,701.8462901,0.3,16.3,0.83,5,0,44.29,5.41,23.39,9.1,0.8,6.9,18.3,4.3,15.8,23.18,2.4,Los Angeles
6973,Los Angeles,Redondo Beach,12.94,20-25%,0.042,11.84983331,0.167,285.94,33.8,0,6213.063395,835.6425135,4,0.5,0.3,8,0.5,40.91,5,20.23,9.24,1,2.9,10.8,4.6,13.8,24.98,2.59,Los Angeles
2271,Los Angeles,Los Angeles,12.93,20-25%,0.058,10.81493911,0.046,726.64,46.34,0.01,500.4676616,347.2177532,0.1,0.75,0.17,3,0,33.9,4.14,38.86,15.38,5.3,1.8,6.8,5.2,13,30.12,3.12,Los Angeles
4069,Los Angeles,Los Angeles,12.91,20-25%,0.055,11.42938279,0.062,726.64,43.47,0,1198.303324,1095.143943,0,5.3,0.2,6,0,42.71,5.21,23.02,11.06,1.5,0.6,10.8,9.1,9.8,23.87,2.48,Los Angeles
5134,Los Angeles,Palmdale,12.88,20-25%,0.062,7.347414606,0.028,408.01,28.43,0,2737.250732,793.5461303,0,0,0.3,0,0,28.51,3.48,51.51,15.95,9.2,0.6,15.1,7,7,35.68,3.7,Los Angeles
5014,Los Angeles,Long Beach,12.86,20-25%,0.042,11.65093923,0.063,339.04,67.47,0.23,8228.803384,755.077644,17.9,6.3,0.42,9,0,49.89,6.09,24.7,10.39,6.2,1.2,10.6,1.4,12.8,20.35,2.11,Los Angeles
7267,Los Angeles,La Habra Heights,12.8,15-20%,0.051,11.83019265,0.046,604.73,51.07,0,2581.682312,737.1935759,0,21.5,0.52,0,0,42.29,5.16,35.33,13.57,6.1,2.6,11,2.8,3.8,23.9,2.48,Los Angeles
5982,Los Angeles,Pasadena,12.79,15-20%,0.058,10.4842992,0.214,759.52,40.44,0,1094.502299,674.0304302,12,5,1.31,0,2,50.94,6.22,23.69,8.06,0.4,8.3,13.4,4.3,15.6,19.82,2.06,Los Angeles
3189,Los Angeles,Los Angeles,12.79,15-20%,0.052,11.55141434,0.058,725.98,45.47,0,1294.13501,1025.255057,4.5,0,0.1,4,0,40.4,4.93,19.95,9.72,3.9,2.4,20.6,8.9,13.9,24.99,2.59,Los Angeles
5517,Los Angeles,Palmdale,12.75,15-20%,0.062,7.18345099,0.015,445.43,7.57,0,1824.209982,294.6087381,0,0,0.125,0,0,21.71,2.65,48.08,14.72,9,6.2,11.8,3.3,6.7,46.39,4.81,Los Angeles
3874,Los Angeles,Quartz Hill,12.71,15-20%,0.062,7.177851274,0.039,428.48,32.91,0,1838.41571,262.8495003,0.1,0,0.1,0,1,26.26,3.21,45.35,11.59,9.8,0,11.5,4.2,11,38.2,3.96,Los Angeles
3787,Los Angeles,San Gabriel,12.63,15-20%,0.056,11.39019113,0.061,752.36,68.07,0,1360.345032,366.3397939,12,13.65,0.05,1,0.2,43.63,5.33,16.66,7.38,7.6,7.4,14.8,5.2,11,22.86,2.37,Los Angeles
7091,Los Angeles,Santa Clarita,12.53,15-20%,0.066,9.998216457,0.176,586.1,15.96,0,289.6123301,730.6341684,0.1,1.5,0,2,4.75,37.17,4.54,28.86,10.1,6.2,2.1,9.7,4.3,17,26.62,2.76,Los Angeles
3840,Los Angeles,Los Angeles,12.35,15-20%,0.047,11.70761895,0.075,440.64,55.03,0,1752.118001,1912.893128,0,26.5,0.52,0,0,44.7,5.46,31.87,12.85,1.3,1.1,7.4,3.5,13.8,21.81,2.26,Los Angeles
