Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
Tehama,-122.23,40.13,102,2001,774,10.3,17.2,24.2,3.39,25.02
Tehama,-122.23,40.13,102,2002,558.39,9.9,17.1,24.3,3.4,24.61
Tehama,-122.23,40.13,102,2003,758.12,10.3,17,23.8,2.97,23.74
Tehama,-122.23,40.13,102,2004,703.61,10.3,17.2,24.1,3.4,24.54
Tehama,-122.23,40.13,102,2005,809.42,10,16.8,23.7,2.84,23.68
Tehama,-122.23,40.13,102,2006,670.57,10,16.9,23.8,3.48,25.34
Tehama,-122.23,40.13,102,2007,379.67,9.5,17,24.5,3.55,26.25
Tehama,-122.23,40.13,102,2008,416.17,9.9,17.2,24.5,4.44,27.37
Tehama,-122.23,40.13,102,2009,524.21,10.1,17.2,24.4,3.88,26.41
Tehama,-122.23,40.13,102,2010,792.57,10.1,16.5,22.8,2.98,22.32
Tehama,-122.23,40.13,102,2011,459.49,9.3,16.3,23.3,3.01,23.64
Tehama,-122.23,40.13,102,2012,676.9,9.9,17.2,24.4,3.97,26.94
Tehama,-122.23,40.13,102,2013,162.99,9.9,17.6,25.4,4.52,28.31
Tehama,-122.23,40.13,102,2014,733.43,11.4,18.5,25.7,4.33,27.9
Tehama,-122.23,40.13,102,2015,303.72,11.1,18.5,25.8,3.86,27.8
Tehama,-122.23,40.13,102,2016,830.26,11.2,17.8,24.4,3.5,25.2
Tehama,-122.23,40.13,102,2017,610.95,11,17.9,24.9,3.81,26.67
Tehama,-122.23,40.13,102,2018,580.21,10.4,17.7,25.1,3.94,26.93
Tehama,-122.23,40.13,102,2019,956.14,10.6,17.3,24.1,3.7,24.92
Tehama,-122.23,40.13,102,2020,284.85,10.9,18.4,25.9,4.54,29.42
Tehama,-122.23,40.13,102,2021,541.19,11,18,25,4.38,27.9
Tehama,-122.23,40.13,102,2022,345.69,10.5,17.9,25.3,5.03,28.72
Tehama,-122.23,40.13,102,2023,780.41,10.6,17,23.4,3.53,23.21
Tehama,-122.23,40.13,102,2024,912.1,11.4,17.8,24.2,4.4,25.34
,,,,,,,,,,
San Joaquin,-121.27,37.93,7,2000,360.55,8.9,16.1,23.3,1.12,20.14
San Joaquin,-121.27,37.93,7,2001,281.09,9.1,16.6,24.1,1.66,22.85
San Joaquin,-121.27,37.93,7,2002,390.56,8.4,16,23.6,1.42,20.83
San Joaquin,-121.27,37.93,7,2003,408.74,9.1,16.4,23.6,1.4,21.03
San Joaquin,-121.27,37.93,7,2004,412.3,9.1,16.3,23.5,1.51,21.57
San Joaquin,-121.27,37.93,7,2005,494.79,9.5,16.7,23.8,1.91,22.42
San Joaquin,-121.27,37.93,7,2006,445.52,9,16.4,23.9,1.93,23.04
San Joaquin,-121.27,37.93,7,2007,233.63,8.8,16.6,24.4,2.41,24.22
San Joaquin,-121.27,37.93,7,2008,267.22,8.8,16.3,23.9,2.27,23.62
San Joaquin,-121.27,37.93,7,2009,307.48,8.7,16.2,23.6,1.88,22.26
San Joaquin,-121.27,37.93,7,2010,534.31,8.9,15.7,22.5,1.46,19.53
San Joaquin,-121.27,37.93,7,2011,298.4,8.1,15.2,22.3,1.47,19.53
San Joaquin,-121.27,37.93,7,2012,383.37,8.6,16.2,23.8,1.75,22.46
San Joaquin,-121.27,37.93,7,2013,132.76,8.3,16.2,24.1,2.04,23.12
San Joaquin,-121.27,37.93,7,2014,413.67,10.1,17.6,25.1,1.9,24
San Joaquin,-121.27,37.93,7,2015,193.19,9.7,17.3,25,1.96,24.25
San Joaquin,-121.27,37.93,7,2016,514.67,9.6,17.1,24.6,1.56,23.09
San Joaquin,-121.27,37.93,7,2017,506.35,9.6,17.3,24.9,2.6,24.03
San Joaquin,-121.27,37.93,7,2018,380.03,9.2,17,24.9,1.76,24.06
San Joaquin,-121.27,37.93,7,2019,459.25,9.8,17.1,24.4,2.05,23.39
San Joaquin,-121.27,37.93,7,2020,153.39,9.7,17.7,25.7,2.24,26.28
San Joaquin,-121.27,37.93,7,2021,396.83,9,16.6,24.1,1.7,22.63
San Joaquin,-121.27,37.93,7,2022,247.98,9,16.9,24.9,2.06,25.05
San Joaquin,-121.27,37.93,7,2023,528.75,9.5,16.4,23.3,1.59,21.07
San Joaquin,-121.27,37.93,7,2024,443.67,10.8,17.8,24.7,2.55,23.73
,,,,,,,,,,
Alameda,-121.91,37.65,179,2000,625.21,9.1,15.2,21.3,1.68,16.58
Alameda,-121.91,37.65,179,2001,603.05,9.1,15.6,22,1.74,18.3
Alameda,-121.91,37.65,179,2002,545.3,8.5,15.2,21.9,1.74,18.13
Alameda,-121.91,37.65,179,2003,506.63,9,15.4,21.9,1.55,17.45
Alameda,-121.91,37.65,179,2004,502.94,8.8,15.2,21.6,1.36,16.88
Alameda,-121.91,37.65,179,2005,724.57,8.9,15.1,21.4,1.22,16.26
Alameda,-121.91,37.65,179,2006,675.27,8.5,15,21.5,1.5,17.48
Alameda,-121.91,37.65,179,2007,356.85,7.9,14.7,21.4,1.52,17.51
Alameda,-121.91,37.65,179,2008,396.56,8,14.9,21.7,1.96,19.12
Alameda,-121.91,37.65,179,2009,494.23,8.2,14.8,21.4,1.73,17.9
Alameda,-121.91,37.65,179,2010,685.25,8.1,14.3,20.4,1.25,15.29
Alameda,-121.91,37.65,179,2011,483.32,7.8,14.2,20.6,1.46,16
Alameda,-121.91,37.65,179,2012,643.22,8.2,15,21.7,1.59,18.12
Alameda,-121.91,37.65,179,2013,141.91,8,15,22.1,1.73,18.75
Alameda,-121.91,37.65,179,2014,538.82,9.9,16.5,23.2,1.93,19.82
Alameda,-121.91,37.65,179,2015,334.98,9.4,16,22.6,1.81,19.17
Alameda,-121.91,37.65,179,2016,692.89,9.3,15.7,22.2,1.65,18.11
Alameda,-121.91,37.65,179,2017,816.34,9.1,15.7,22.2,1.86,19.04
Alameda,-121.91,37.65,179,2018,489.6,8.5,15.3,22.1,1.5,18.27
Alameda,-121.91,37.65,179,2019,643.69,9,15.3,21.7,1.48,17.4
Alameda,-121.91,37.65,179,2020,227.1,9,16.1,23.1,1.83,20.67
Alameda,-121.91,37.65,179,2021,545.09,8.4,15.4,22.4,1.55,19.71
Alameda,-121.91,37.65,179,2022,376.25,8.1,15.3,22.6,1.48,20.05
Alameda,-121.91,37.65,179,2023,760.22,8.4,14.7,21.1,1.15,16.4
Alameda,-121.91,37.65,179,2024,607.82,9.1,15.7,22.3,1.45,18.33
,,,,,,,,,,
Nevada,-120.77,39.3,1401,2000,1779.52,7,11.7,16.4,4.44,13.99
Nevada,-120.77,39.3,1401,2001,1574.47,7.6,12.6,17.5,5.56,16.76
Nevada,-120.77,39.3,1401,2002,1568.8,7.3,12.4,17.6,5.36,16.28
Nevada,-120.77,39.3,1401,2003,1609.6,7.5,12.3,17.1,5.12,16.07
Nevada,-120.77,39.3,1401,2004,1325.63,7,12.1,17.2,5.13,16.18
Nevada,-120.77,39.3,1401,2005,2368.97,7,11.7,16.5,4.37,14.42
Nevada,-120.77,39.3,1401,2006,2029.5,7.1,11.9,16.7,5.13,15.81
Nevada,-120.77,39.3,1401,2007,1256.55,7.3,12.5,17.6,5.13,16.69
Nevada,-120.77,39.3,1401,2008,1215.47,7.7,12.8,17.9,6.34,18.16
Nevada,-120.77,39.3,1401,2009,1474.87,7.7,12.6,17.5,5.75,16.76
Nevada,-120.77,39.3,1401,2010,2329.85,6.5,11.1,15.6,4.26,14.38
Nevada,-120.77,39.3,1401,2011,1515.47,6.6,11.3,16,4.29,14.27
Nevada,-120.77,39.3,1401,2012,2264.15,7.8,12.6,17.4,5.9,16.78
Nevada,-120.77,39.3,1401,2013,569.67,8,13,18.1,5.66,16.71
Nevada,-120.77,39.3,1401,2014,1642.48,9.1,13.6,18.2,5.98,16.71
Nevada,-120.77,39.3,1401,2015,994.85,8.9,13.6,18.3,5.8,16.74
Nevada,-120.77,39.3,1401,2016,2258.15,8.1,12.6,17.1,5.44,15.55
Nevada,-120.77,39.3,1401,2017,2636.84,8.2,12.7,17.3,5.42,15.83
Nevada,-120.77,39.3,1401,2018,1477.89,8.5,13.2,17.9,5.81,16.45
Nevada,-120.77,39.3,1401,2019,2244.32,7.3,11.7,16.1,4.54,13.83
Nevada,-120.77,39.3,1401,2020,912.93,8.8,13.7,18.6,6.2,17.47
Nevada,-120.77,39.3,1401,2021,1546.68,8.4,13.3,18.2,6.16,17.95
Nevada,-120.77,39.3,1401,2022,1166.91,8.2,13.3,18.3,6.12,17.36
Nevada,-120.77,39.3,1401,2023,1769.06,6.7,11.4,16.2,4.08,13.9
Nevada,-120.77,39.3,1401,2024,1758.74,7.7,12.5,17.3,5.13,15.83
,,,,,,,,,,
Butte,-121.6,39.67,206,2000,1005.73,9.6,16.3,23.1,2.95,21.41
Butte,-121.6,39.67,206,2001,1017.46,10,17,24,3.46,23.5
Butte,-121.6,39.67,206,2002,877.65,9.4,16.6,23.9,3.15,22.74
Butte,-121.6,39.67,206,2003,971,10,16.8,23.6,2.99,22.07
Butte,-121.6,39.67,206,2004,881.04,9.9,16.8,23.7,3.29,23.01
Butte,-121.6,39.67,206,2005,1179.32,10,16.8,23.6,2.7,22.16
Butte,-121.6,39.67,206,2006,1125.18,9.9,16.8,23.6,3.48,23.89
Butte,-121.6,39.67,206,2007,665.08,9.3,16.7,24.1,3.49,24.63
Butte,-121.6,39.67,206,2008,608.97,9.5,16.7,23.9,4.21,24.96
Butte,-121.6,39.67,206,2009,758.15,9.5,16.6,23.8,3.61,24.37
Butte,-121.6,39.67,206,2010,1231.64,9.7,16.1,22.5,2.8,20.97
Butte,-121.6,39.67,206,2011,827.36,9,15.8,22.6,2.92,21.56
Butte,-121.6,39.67,206,2012,1107.93,9.8,16.8,23.9,3.84,24.44
Butte,-121.6,39.67,206,2013,280.45,9.4,17,24.6,3.9,25.6
Butte,-121.6,39.67,206,2014,1019.88,11.2,18.2,25.3,4.1,26.52
Butte,-121.6,39.67,206,2015,444.78,10.7,17.9,25.1,3.92,25.85
Butte,-121.6,39.67,206,2016,1298.76,10.7,17.4,24,3.64,23.85
Butte,-121.6,39.67,206,2017,1131.09,10.9,17.7,24.4,3.91,24.98
Butte,-121.6,39.67,206,2018,786.05,10.1,17.3,24.5,3.84,25.03
Butte,-121.6,39.67,206,2019,1307.44,10.3,17.1,23.8,3.55,24.09
Butte,-121.6,39.67,206,2020,422.06,10.7,18,25.2,4.64,27.28
Butte,-121.6,39.67,206,2021,877.5,10.7,17.8,25,4.24,27.74
Butte,-121.6,39.67,206,2022,578.83,10.5,18.1,25.6,4.78,29.54
Butte,-121.6,39.67,206,2023,953.73,10.8,17.2,23.5,3.92,23.51
Butte,-121.6,39.67,206,2024,1230.19,12,17.9,23.9,4.82,24.18
,,,,,,,,,,
Merced,-120.72,37.19,28,2000,361.58,8.4,16,23.6,0.79,19.4
Merced,-120.72,37.19,28,2001,344.81,8.5,16.4,24.2,0.97,21.21
Merced,-120.72,37.19,28,2002,240.18,7.8,15.9,24,1,21.65
Merced,-120.72,37.19,28,2003,213.83,8.6,16.3,24,1.12,21.93
Merced,-120.72,37.19,28,2004,315.82,8.3,16,23.7,0.97,21.86
Merced,-120.72,37.19,28,2005,348.67,8.6,16.1,23.6,0.98,20.59
Merced,-120.72,37.19,28,2006,345.2,7.8,15.7,23.7,1.06,21.35
Merced,-120.72,37.19,28,2007,151.59,7.3,15.8,24.3,1.14,22.92
Merced,-120.72,37.19,28,2008,224.57,7.6,15.9,24.2,1.56,23.79
Merced,-120.72,37.19,28,2009,266.28,7.7,15.9,24.2,1.43,23.6
Merced,-120.72,37.19,28,2010,423.07,8.2,15.7,23.2,0.89,20.47
Merced,-120.72,37.19,28,2011,286.6,7.4,15.2,22.9,1.05,20.64
Merced,-120.72,37.19,28,2012,264.55,7.9,16.3,24.6,1.44,24.25
Merced,-120.72,37.19,28,2013,71.18,7.4,16.1,24.8,1.47,24.43
Merced,-120.72,37.19,28,2014,261.74,9.1,17.5,25.9,1.59,25.6
Merced,-120.72,37.19,28,2015,164.03,8.6,16.9,25.2,1.44,24.67
Merced,-120.72,37.19,28,2016,376.83,8.9,17,25.2,1.24,24.41
Merced,-120.72,37.19,28,2017,325.08,9,16.9,24.8,2.34,23.77
Merced,-120.72,37.19,28,2018,262.82,8.5,16.7,24.9,1.34,23.84
Merced,-120.72,37.19,28,2019,360.65,8.7,16.5,24.4,1.18,22.59
Merced,-120.72,37.19,28,2020,129.73,8.5,16.9,25.3,1.22,24.79
Merced,-120.72,37.19,28,2021,254.6,8.5,16.9,25.2,1.73,25.45
Merced,-120.72,37.19,28,2022,186.9,8.3,17,25.6,1.74,26.93
Merced,-120.72,37.19,28,2023,360.59,8.6,16.4,24.1,0.96,22.26
Merced,-120.72,37.19,28,2024,333.11,9.6,17.4,25.3,1.49,25.17
,,,,,,,,,,
Tulare,-118.78,36.23,763,2000,664.06,7.3,15.4,23.4,2.24,22.83
Tulare,-118.78,36.23,763,2001,694.59,7.9,15.8,23.7,3.33,24.38
Tulare,-118.78,36.23,763,2002,514.74,7.5,15.7,23.8,4.12,24.38
Tulare,-118.78,36.23,763,2003,547.08,8,15.8,23.7,4.07,24.02
Tulare,-118.78,36.23,763,2004,406.86,7.2,15.3,23.4,3.3,24.04
Tulare,-118.78,36.23,763,2005,684.54,7.6,15.4,23.2,2.99,22.73
Tulare,-118.78,36.23,763,2006,699.84,7.5,15.3,23.2,3.23,23.51
Tulare,-118.78,36.23,763,2007,360.94,7.1,15.3,23.5,2.87,24.76
Tulare,-118.78,36.23,763,2008,516.01,7.1,15.3,23.5,3.67,25.04
Tulare,-118.78,36.23,763,2009,516.4,7.6,15.5,23.4,4.07,23.8
Tulare,-118.78,36.23,763,2010,1015.91,7.6,14.9,22.2,3.13,20.83
Tulare,-118.78,36.23,763,2011,496.59,7,14.4,21.9,3.8,20.35
Tulare,-118.78,36.23,763,2012,578.71,8.1,15.7,23.3,5.1,23.31
Tulare,-118.78,36.23,763,2013,161.25,7.6,15.4,23.3,5.37,23.14
Tulare,-118.78,36.23,763,2014,389.77,9.1,16.8,24.5,6.11,25
Tulare,-118.78,36.23,763,2015,421.67,9.1,16.3,23.5,5.34,23.08
Tulare,-118.78,36.23,763,2016,627.77,8.3,15.8,23.3,5.03,23.29
Tulare,-118.78,36.23,763,2017,850.85,9.5,16.4,23.3,5.27,22.98
Tulare,-118.78,36.23,763,2018,538.89,9.2,16.3,23.4,5.62,23.43
Tulare,-118.78,36.23,763,2019,849.56,8.8,15.5,22.2,4.68,21.16
Tulare,-118.78,36.23,763,2020,343.18,10.7,16.9,23.1,6.32,22.7
Tulare,-118.78,36.23,763,2021,431.26,10.6,16.9,23.2,6.5,23.06
Tulare,-118.78,36.23,763,2022,381.61,9.9,16.1,22.3,5.41,21.2
Tulare,-118.78,36.23,763,2023,1002.17,9.9,15.5,21,3.72,17.54
Tulare,-118.78,36.23,763,2024,632.56,10.5,16.5,22.6,4.5,20.89
,,,,,,,,,,
Stanislaus,-121,37.56,21,2000,366.14,9.4,16.2,23.1,1.56,19.12
Stanislaus,-121,37.56,21,2001,385.95,9.5,16.7,23.8,2.12,21.72
Stanislaus,-121,37.56,21,2002,245.97,8.9,16.2,23.4,1.96,20.73
Stanislaus,-121,37.56,21,2003,224.58,9.5,16.5,23.5,1.87,20.6
Stanislaus,-121,37.56,21,2004,281.45,9.4,16.3,23.1,1.79,20.23
Stanislaus,-121,37.56,21,2005,351.19,9.6,16.4,23.1,1.82,19.56
Stanislaus,-121,37.56,21,2006,344.14,9.2,16.3,23.4,2.11,20.85
Stanislaus,-121,37.56,21,2007,153.4,8.9,16.4,24,2.38,22.48
Stanislaus,-121,37.56,21,2008,237.74,9,16.5,23.9,2.7,22.93
Stanislaus,-121,37.56,21,2009,265.25,9.1,16.4,23.7,2.4,22.33
Stanislaus,-121,37.56,21,2010,435.51,9.2,15.9,22.5,1.71,19.12
Stanislaus,-121,37.56,21,2011,314.11,8.5,15.4,22.4,1.77,19.16
Stanislaus,-121,37.56,21,2012,330.68,9,16.5,23.9,2.26,22.39
Stanislaus,-121,37.56,21,2013,104.75,8.6,16.4,24.2,2.22,22.91
Stanislaus,-121,37.56,21,2014,310.03,10.4,17.7,25.1,2.41,23.91
Stanislaus,-121,37.56,21,2015,188.82,10.1,17.5,25,2.37,24.01
Stanislaus,-121,37.56,21,2016,400.02,10.4,17.7,25,2.22,24.03
Stanislaus,-121,37.56,21,2017,354.08,10.7,17.7,24.8,3.57,23.85
Stanislaus,-121,37.56,21,2018,306.89,9.9,17.3,24.6,2.23,23.08
Stanislaus,-121,37.56,21,2019,380.46,10.1,17.1,24,2.13,21.9
Stanislaus,-121,37.56,21,2020,143.04,10.2,17.6,25,2.33,24.04
Stanislaus,-121,37.56,21,2021,345.45,10,17.2,24.4,2.35,23.67
Stanislaus,-121,37.56,21,2022,211.77,9.7,17.2,24.6,2.46,24.3
Stanislaus,-121,37.56,21,2023,445.84,9.8,16.6,23.4,1.69,20.58
Stanislaus,-121,37.56,21,2024,394.55,10.8,17.8,24.7,2.5,23.57
,,,,,,,,,,
Orange,-117.78,33.68,41,2000,237.94,12.3,17.8,23.3,1.57,15.32
Orange,-117.78,33.68,41,2001,360.38,11.9,17.1,22.3,1.38,13.54
Orange,-117.78,33.68,41,2002,147.05,11.6,17.2,22.9,1.48,15.09
Orange,-117.78,33.68,41,2003,318.64,12.4,18.1,23.7,1.24,15.22
Orange,-117.78,33.68,41,2004,371.51,12.6,18.2,23.7,1.88,15.86
Orange,-117.78,33.68,41,2005,473.13,12.6,18,23.5,1.87,15.68
Orange,-117.78,33.68,41,2006,248.9,12.4,18.1,23.9,1.97,17.19
Orange,-117.78,33.68,41,2007,119.46,12.3,18,23.6,2.56,17.42
Orange,-117.78,33.68,41,2008,274.94,12.6,18.3,24,2.15,17.96
Orange,-117.78,33.68,41,2009,175.3,12.8,18.5,24.1,2.79,18.18
Orange,-117.78,33.68,41,2010,594.58,12.3,17.6,22.9,2.61,16.24
Orange,-117.78,33.68,41,2011,218.42,11.7,17.3,23,2.05,16.64
Orange,-117.78,33.68,41,2012,203.4,12.9,18.4,23.9,2.48,17.73
Orange,-117.78,33.68,41,2013,101.98,12.7,18.2,23.8,2.89,18.29
Orange,-117.78,33.68,41,2014,182.83,14.6,20,25.4,3.42,20.5
Orange,-117.78,33.68,41,2015,193.3,14.1,19.6,25.1,2.84,19.7
Orange,-117.78,33.68,41,2016,257.26,13.6,18.9,24.3,2.34,18.05
Orange,-117.78,33.68,41,2017,287.13,13.7,19.2,24.6,2.25,18.22
Orange,-117.78,33.68,41,2018,214.74,13.8,19,24.2,2.73,17.82
Orange,-117.78,33.68,41,2019,552.31,13.1,18.1,23.1,2.51,16.11
Orange,-117.78,33.68,41,2020,249.65,13.2,18.5,23.8,2.32,17.46
Orange,-117.78,33.68,41,2021,228.03,12.1,17.1,22.1,1.48,14.48
Orange,-117.78,33.68,41,2022,159.64,12.5,17.8,23,1.65,16.15
Orange,-117.78,33.68,41,2023,578.29,11.9,16.6,21.3,0.97,12.54
Orange,-117.78,33.68,41,2024,385.19,12.1,17.2,22.2,0.97,12.98
,,,,,,,,,,
Imperial,-115.36,33.04,-17,2000,11,13.4,21.9,30.3,3,33.59
Imperial,-115.36,33.04,-17,2001,39.95,13.7,22.1,30.4,3.69,34.17
Imperial,-115.36,33.04,-17,2002,9.72,12.9,21.6,30.4,4.07,34.86
Imperial,-115.36,33.04,-17,2003,48.6,14.2,22.4,30.6,3.52,34.06
Imperial,-115.36,33.04,-17,2004,113.45,13.4,21.8,30.1,3.73,33.83
Imperial,-115.36,33.04,-17,2005,91.15,14.1,22.1,30.2,4.9,34.66
Imperial,-115.36,33.04,-17,2006,9.01,13.7,22.1,30.5,5.61,36.06
Imperial,-115.36,33.04,-17,2007,33.39,14.1,22.4,30.6,5.96,37.19
Imperial,-115.36,33.04,-17,2008,64.56,14.6,22.8,30.9,6.22,37.88
Imperial,-115.36,33.04,-17,2009,19.3,14.9,23,31.1,6.91,39.21
Imperial,-115.36,33.04,-17,2010,133.59,15.1,22.8,30.4,6.81,36.93
Imperial,-115.36,33.04,-17,2011,39.57,14.2,22.3,30.5,6.59,38.35
Imperial,-115.36,33.04,-17,2012,47.96,13.8,22.5,31.2,4.78,36.57
Imperial,-115.36,33.04,-17,2013,76.66,13.3,22,30.7,4.87,36.53
Imperial,-115.36,33.04,-17,2014,31.73,14.2,22.9,31.6,4.24,36.84
Imperial,-115.36,33.04,-17,2015,48.02,14.2,22.6,31.1,4.99,36.29
Imperial,-115.36,33.04,-17,2016,57.58,14.2,22.8,31.4,5.64,38.17
Imperial,-115.36,33.04,-17,2017,57.55,14.5,23,31.5,5.44,38.13
Imperial,-115.36,33.04,-17,2018,56.13,14.5,22.9,31.2,6.15,38.86
Imperial,-115.36,33.04,-17,2019,98.24,14.3,22.1,29.9,6.84,37.14
Imperial,-115.36,33.04,-17,2020,73.4,14,22.7,31.4,6.43,41.29
Imperial,-115.36,33.04,-17,2021,53.08,14,22.6,31.3,6.23,39.31
Imperial,-115.36,33.04,-17,2022,32.81,13.7,22.3,31,5.85,38.67
Imperial,-115.36,33.04,-17,2023,76.15,12.7,21.4,30.2,4.97,37.33
Imperial,-115.36,33.04,-17,2024,42.97,13.9,22.7,31.5,6.18,40.91
,,,,,,,,,,
Sutter,-121.7,39.04,11,2000,535.21,9.2,16.2,23.1,1.41,19.5
Sutter,-121.7,39.04,11,2001,597.74,9.4,16.7,24,1.7,22.42
Sutter,-121.7,39.04,11,2002,432.64,8.7,16.3,23.8,1.53,21.62
Sutter,-121.7,39.04,11,2003,481.09,9.5,16.5,23.6,1.48,21.01
Sutter,-121.7,39.04,11,2004,471.06,9.5,16.6,23.7,1.53,21.37
Sutter,-121.7,39.04,11,2005,606.16,9.4,16.4,23.5,1.58,21.12
Sutter,-121.7,39.04,11,2006,476.11,9.2,16.3,23.5,1.84,22.36
Sutter,-121.7,39.04,11,2007,292.04,8.7,16.4,24.1,2.04,23.63
Sutter,-121.7,39.04,11,2008,376.25,8.8,16.4,24.1,2.42,24.17
Sutter,-121.7,39.04,11,2009,372.16,8.8,16.4,23.9,1.9,23.23
Sutter,-121.7,39.04,11,2010,606.5,9.2,16,22.7,1.65,20.12
Sutter,-121.7,39.04,11,2011,453.87,8.6,15.6,22.6,1.59,20.2
Sutter,-121.7,39.04,11,2012,621.48,9.3,16.7,24.1,2.1,23.6
Sutter,-121.7,39.04,11,2013,159.84,8.6,16.6,24.6,2.15,24.75
Sutter,-121.7,39.04,11,2014,514.15,10.4,17.9,25.4,2.2,25.22
Sutter,-121.7,39.04,11,2015,230.04,9.9,17.5,25,2.37,24.7
Sutter,-121.7,39.04,11,2016,555.65,10,17.1,24.3,1.98,23.06
Sutter,-121.7,39.04,11,2017,663.9,10.2,17.3,24.4,2.39,23.71
Sutter,-121.7,39.04,11,2018,489.62,9.2,16.8,24.4,1.9,23.12
Sutter,-121.7,39.04,11,2019,738.32,9.6,16.7,23.8,1.77,21.96
Sutter,-121.7,39.04,11,2020,184.12,9.6,17.4,25.2,2.31,25.68
Sutter,-121.7,39.04,11,2021,461.68,9.3,17,24.8,2.22,25.23
Sutter,-121.7,39.04,11,2022,276.45,8.8,17.1,25.4,2.22,26.97
Sutter,-121.7,39.04,11,2023,591.58,9.3,16.4,23.5,1.58,21.29
Sutter,-121.7,39.04,11,2024,578.64,10.5,17.4,24.4,2.21,23.07
,,,,,,,,,,
Amador,-120.65,38.44,763,2000,1129.09,8.2,14.7,21.1,2.67,17.53
Amador,-120.65,38.44,763,2001,857.39,8.6,15.7,22.8,3.48,22.74
Amador,-120.65,38.44,763,2002,803.05,8.5,15.6,22.8,3.23,22.08
Amador,-120.65,38.44,763,2003,821.8,8.5,15.5,22.5,3.23,21.11
Amador,-120.65,38.44,763,2004,798.39,8.2,15.5,22.8,3.32,22.73
Amador,-120.65,38.44,763,2005,1326.18,8.7,15.6,22.5,2.77,21.26
Amador,-120.65,38.44,763,2006,1147.17,8.4,15.1,21.7,3.55,21.13
Amador,-120.65,38.44,763,2007,658.45,8.2,14.9,21.6,3.62,20.69
Amador,-120.65,38.44,763,2008,666.34,8.3,15.1,21.8,4.4,22.3
Amador,-120.65,38.44,763,2009,811.52,8.1,14.8,21.4,3.64,20.73
Amador,-120.65,38.44,763,2010,1370.26,7.9,14,20.1,2.72,17.65
Amador,-120.65,38.44,763,2011,919.62,7.3,13.6,19.9,2.65,17.47
Amador,-120.65,38.44,763,2012,1138.92,8.2,14.7,21.3,3.67,20.04
Amador,-120.65,38.44,763,2013,288.62,8.2,15,21.8,3.96,20.65
Amador,-120.65,38.44,763,2014,926.08,9.7,16.1,22.5,4.46,21.51
Amador,-120.65,38.44,763,2015,746.1,9.3,15.7,22.2,4.15,21.04
Amador,-120.65,38.44,763,2016,1229.98,8.9,15.2,21.4,3.99,20.21
Amador,-120.65,38.44,763,2017,1522.7,9.2,15.4,21.6,4.24,20.63
Amador,-120.65,38.44,763,2018,871.04,9.1,15.5,21.9,4.5,21.1
Amador,-120.65,38.44,763,2019,1361.81,8.9,14.9,20.8,3.53,18.73
Amador,-120.65,38.44,763,2020,604.66,9.9,16.2,22.5,4.92,22.1
Amador,-120.65,38.44,763,2021,980.12,9.8,15.8,21.7,4.89,21.5
Amador,-120.65,38.44,763,2022,806.06,9.8,15.8,21.9,5.39,21.85
Amador,-120.65,38.44,763,2023,1195.13,9.1,14.5,19.9,3.75,17.26
Amador,-120.65,38.44,763,2024,1005.1,10.4,15.6,20.8,4.96,18.51
,,,,,,,,,,
Lake,-122.75,39.09,885,2000,1055.49,8.7,14.4,20.1,3.7,18.03
Lake,-122.75,39.09,885,2001,1192.77,9.2,15,20.9,4.39,20.17
Lake,-122.75,39.09,885,2002,1084.58,8.8,15.1,21.4,4.95,21.26
Lake,-122.75,39.09,885,2003,1154.4,8.7,14.8,20.8,3.98,19.77
Lake,-122.75,39.09,885,2004,1039.19,8.7,14.9,21.1,4.13,20.76
Lake,-122.75,39.09,885,2005,1448.42,8.6,14.3,19.9,3.49,18.26
Lake,-122.75,39.09,885,2006,1322.54,8.7,14.4,20,4.38,19.38
Lake,-122.75,39.09,885,2007,656.88,8.5,14.4,20.2,4.24,19.76
Lake,-122.75,39.09,885,2008,877.86,8.8,14.6,20.5,5.36,20.47
Lake,-122.75,39.09,885,2009,709.38,8.6,14.5,20.4,4.64,20.19
Lake,-122.75,39.09,885,2010,1571.65,8,13.3,18.6,3.38,16.37
Lake,-122.75,39.09,885,2011,930.58,8,13.6,19.3,3.84,17.48
Lake,-122.75,39.09,885,2012,1288.7,8.6,14.5,20.4,4.74,20.46
Lake,-122.75,39.09,885,2013,247.01,9,15.1,21.3,4.8,20.73
Lake,-122.75,39.09,885,2014,1108.87,10.2,16,21.7,4.95,21.16
Lake,-122.75,39.09,885,2015,631.24,10,15.8,21.7,4.87,21.01
Lake,-122.75,39.09,885,2016,1421.98,9.7,15,20.2,4.66,19.06
Lake,-122.75,39.09,885,2017,1447.07,9.9,15.3,20.8,5.12,20.33
Lake,-122.75,39.09,885,2018,868.55,9.9,15.4,20.9,5.38,20.6
Lake,-122.75,39.09,885,2019,1474.08,9.4,14.4,19.5,4.52,17.83
Lake,-122.75,39.09,885,2020,408.98,10.5,16,21.6,5.68,21.86
Lake,-122.75,39.09,885,2021,872.9,9.5,15.2,21,4.23,20.91
Lake,-122.75,39.09,885,2022,597.79,9.5,15.1,20.6,5.05,19.83
Lake,-122.75,39.09,885,2023,1291.02,9.2,14,18.8,3.67,15.82
Lake,-122.75,39.09,885,2024,1473.65,10.9,15.2,19.6,5.41,17.67
,,,,,,,,,,
